Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,D/D,T/D,DraftKings
Isaac Bonga,WAS,vs.ORL,2019-12-03,L,17,2,1,1,100,0,0,-,0,0,-,1,5,6,1,1,0,1,2,6,0,0,12.5
Jonathan Isaac,ORL,@WAS,2019-12-03,W,37,11,5,13,38.5,1,6,16.7,0,1,0.0,1,5,6,3,0,2,2,2,0,0,0,26.5
Davis Bertans,WAS,vs.ORL,2019-12-03,L,40,21,7,16,43.8,4,12,33.3,3,3,100,1,4,5,0,1,2,0,2,-3,0,0,35.25
Isaiah Thomas,WAS,vs.ORL,2019-12-03,L,34,20,8,14,57.1,2,5,40.0,2,2,100,1,4,5,7,1,1,3,3,2,0,0,40.25
Rui Hachimura,WAS,vs.ORL,2019-12-03,L,39,15,6,12,50.0,0,3,0.0,3,3,100,0,6,6,4,0,0,1,4,6,0,0,28.0
Khem Birch,ORL,@WAS,2019-12-03,W,28,0,0,1,0.0,0,0,-,0,0,-,2,7,9,5,0,2,0,6,-2,0,0,22.75
D.J. Augustin,ORL,@WAS,2019-12-03,W,29,24,7,9,77.8,4,5,80.0,6,7,85.7,2,4,6,1,0,0,1,2,15,0,0,34.5
Ish Smith,WAS,vs.ORL,2019-12-03,L,14,5,2,5,40.0,1,3,33.3,0,0,-,0,0,0,1,1,0,0,4,-9,0,0,9.0
Bradley Beal,WAS,vs.ORL,2019-12-03,L,42,42,16,30,53.3,3,6,50.0,7,10,70.0,1,5,6,4,1,0,3,4,-15,0,0,57.5
Terrence Ross,ORL,@WAS,2019-12-03,W,18,14,4,8,50.0,2,4,50.0,4,4,100,0,1,1,1,1,0,1,2,15,0,0,19.25
Michael Carter-Williams,ORL,@WAS,2019-12-03,W,13,5,1,5,20.0,0,2,0.0,3,3,100,1,1,2,5,0,0,3,0,16,0,0,13.5
Aaron Gordon,ORL,@WAS,2019-12-03,W,32,18,7,15,46.7,2,5,40.0,2,4,50.0,2,9,11,2,0,0,0,0,-4,1,0,37.25
Mo Bamba,ORL,@WAS,2019-12-03,W,16,4,2,4,50.0,0,1,0.0,0,0,-,0,8,8,0,0,0,1,2,13,0,0,13.5
Jordan McRae,WAS,vs.ORL,2019-12-03,L,26,10,3,7,42.9,2,5,40.0,2,3,66.7,0,1,1,4,2,0,1,2,-5,0,0,21.75
Admiral Schofield,WAS,vs.ORL,2019-12-03,L,7,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,0,1,0,0,0.75
Troy Brown Jr.,WAS,vs.ORL,2019-12-03,L,21,5,2,4,50.0,0,1,0.0,1,2,50.0,1,7,8,1,2,0,0,2,-18,0,0,20.5
Evan Fournier,ORL,@WAS,2019-12-03,W,35,31,11,18,61.1,6,8,75.0,3,4,75.0,0,2,2,3,0,0,1,3,-9,0,0,40.5
Markelle Fultz,ORL,@WAS,2019-12-03,W,31,20,9,17,52.9,0,0,-,2,4,50.0,0,3,3,6,2,0,4,1,-9,0,0,34.75
Jimmy Butler,MIA,@TOR,2019-12-03,W,41,22,7,16,43.8,2,4,50.0,6,7,85.7,3,10,13,12,1,0,3,0,12,1,1,62.25
Norman Powell,TOR,vs.MIA,2019-12-03,L,34,23,8,14,57.1,4,8,50.0,3,4,75.0,0,8,8,1,1,0,1,1,-7,0,0,38.0
Pascal Siakam,TOR,vs.MIA,2019-12-03,L,39,15,5,14,35.7,0,2,0.0,5,6,83.3,2,10,12,1,0,0,2,1,-15,1,0,32.0
Tyler Herro,MIA,@TOR,2019-12-03,W,18,6,2,7,28.6,1,4,25.0,1,1,100,0,2,2,1,1,0,1,2,-8,0,0,12.0
Marc Gasol,TOR,vs.MIA,2019-12-03,L,33,14,5,9,55.6,2,6,33.3,2,3,66.7,0,3,3,2,0,1,1,5,-6,0,0,23.25
Serge Ibaka,TOR,vs.MIA,2019-12-03,L,22,13,4,8,50.0,2,3,66.7,3,4,75.0,3,6,9,0,0,1,2,3,-4,0,0,26.25
Bam Adebayo,MIA,@TOR,2019-12-03,W,37,18,7,13,53.8,0,0,-,4,4,100,3,4,7,1,0,1,2,3,10,0,0,29.25
Justise Winslow,MIA,@TOR,2019-12-03,W,35,17,8,17,47.1,1,1,100,0,0,-,2,7,9,4,0,1,0,5,8,0,0,36.75
Duncan Robinson,MIA,@TOR,2019-12-03,W,27,22,8,11,72.7,6,9,66.7,0,0,-,0,2,2,1,0,1,1,4,11,0,0,30.5
Derrick Jones Jr.,MIA,@TOR,2019-12-03,W,16,5,1,3,33.3,0,1,0.0,3,5,60.0,0,3,3,1,1,1,1,3,1,0,0,13.75
Meyers Leonard,MIA,@TOR,2019-12-03,W,17,8,3,4,75.0,2,3,66.7,0,0,-,0,8,8,2,0,0,0,3,8,0,0,22.0
Fred VanVleet,TOR,vs.MIA,2019-12-03,L,43,19,5,16,31.3,3,9,33.3,6,7,85.7,0,1,1,6,3,0,1,3,-15,0,0,36.25
Kelly Olynyk,MIA,@TOR,2019-12-03,W,35,16,6,12,50.0,3,7,42.9,1,2,50.0,1,5,6,1,1,2,1,5,3,0,0,32.0
Rondae Hollis-Jefferson,TOR,vs.MIA,2019-12-03,L,17,6,3,4,75.0,0,0,-,0,2,0.0,2,1,3,1,0,0,2,0,-3,0,0,10.25
OG Anunoby,TOR,vs.MIA,2019-12-03,L,21,6,3,5,60.0,0,2,0.0,0,0,-,0,3,3,2,0,1,0,3,-3,0,0,14.75
Terence Davis,TOR,vs.MIA,2019-12-03,L,15,2,0,3,0.0,0,2,0.0,2,2,100,0,3,3,1,0,0,1,1,12,0,0,6.75
Kendrick Nunn,MIA,@TOR,2019-12-03,W,39,7,3,16,18.8,0,9,0.0,1,2,50.0,1,4,5,6,0,1,2,2,10,0,0,23.25
Kyle Lowry,TOR,vs.MIA,2019-12-03,L,41,12,2,18,11.1,0,11,0.0,8,8,100,2,4,6,11,1,1,1,3,-14,1,0,41.0
Rajon Rondo,LAL,@DEN,2019-12-03,W,25,11,4,6,66.7,2,2,100,1,2,50.0,0,6,6,6,1,0,2,1,8,0,0,29.5
Mason Plumlee,DEN,vs.LAL,2019-12-03,L,14,6,2,4,50.0,0,1,0.0,2,2,100,0,6,6,3,0,0,1,5,-3,0,0,17.5
Gary Harris,DEN,vs.LAL,2019-12-03,L,33,9,4,9,44.4,1,3,33.3,0,0,-,1,0,1,0,1,0,1,2,-4,0,0,12.25
Dwight Howard,LAL,@DEN,2019-12-03,W,19,13,5,8,62.5,0,1,0.0,3,8,37.5,2,4,6,0,0,2,1,4,-2,0,0,24.0
Juancho Hernangomez,DEN,vs.LAL,2019-12-03,L,12,4,2,5,40.0,0,2,0.0,0,0,-,2,0,2,0,1,0,0,1,-9,0,0,8.5
Malik Beasley,DEN,vs.LAL,2019-12-03,L,13,6,3,11,27.3,0,3,0.0,0,0,-,0,0,0,0,0,0,0,0,-3,0,0,6.0
Jerami Grant,DEN,vs.LAL,2019-12-03,L,18,5,2,4,50.0,1,3,33.3,0,0,-,1,1,2,2,0,1,0,2,-7,0,0,13.0
Kentavious Caldwell-Pope,LAL,@DEN,2019-12-03,W,32,4,2,5,40.0,0,3,0.0,0,0,-,1,2,3,3,3,0,3,0,3,0,0,16.75
Will Barton,DEN,vs.LAL,2019-12-03,L,37,5,2,11,18.2,1,8,12.5,0,0,-,0,6,6,4,1,0,0,5,-2,0,0,21.0
Paul Millsap,DEN,vs.LAL,2019-12-03,L,30,21,8,14,57.1,2,3,66.7,3,3,100,2,6,8,2,1,1,3,4,-2,0,0,37.5
Kyle Kuzma,LAL,@DEN,2019-12-03,W,19,6,2,6,33.3,0,0,-,2,2,100,1,4,5,2,0,0,3,1,8,0,0,13.75
Monte Morris,DEN,vs.LAL,2019-12-03,L,12,5,2,4,50.0,1,1,100,0,0,-,0,0,0,2,0,1,0,2,-2,0,0,10.5
Danny Green,LAL,@DEN,2019-12-03,W,31,5,2,12,16.7,1,7,14.3,0,0,-,1,6,7,3,3,0,0,2,2,0,0,24.75
Alex Caruso,LAL,@DEN,2019-12-03,W,16,6,2,3,66.7,0,1,0.0,2,2,100,1,3,4,0,1,1,1,6,11,0,0,14.5
LeBron James,LAL,@DEN,2019-12-03,W,37,25,9,18,50.0,1,4,25.0,6,6,100,2,4,6,9,0,0,4,3,4,0,0,44.5
Anthony Davis,LAL,@DEN,2019-12-03,W,37,25,9,18,50.0,1,3,33.3,6,9,66.7,3,7,10,1,0,1,1,3,11,1,0,42.5
Jamal Murray,DEN,vs.LAL,2019-12-03,L,36,22,8,17,47.1,0,3,0.0,6,6,100,0,5,5,5,2,1,1,0,-7,0,0,41.25
Nikola Jokic,DEN,vs.LAL,2019-12-03,L,34,13,4,12,33.3,0,2,0.0,5,6,83.3,1,4,5,8,3,0,5,4,-6,0,0,34.75
JaVale McGee,LAL,@DEN,2019-12-03,W,14,4,2,5,40.0,0,0,-,0,0,-,2,4,6,0,0,1,1,3,-6,0,0,13.0
Troy Daniels,LAL,@DEN,2019-12-03,W,10,6,2,3,66.7,2,3,66.7,0,1,0.0,1,2,3,0,0,0,0,0,6,0,0,10.75
Jordan Clarkson,CLE,vs.DET,2019-12-03,L,20,10,4,10,40.0,2,7,28.6,0,0,-,1,0,1,2,0,0,2,1,-25,0,0,14.25
Langston Galloway,DET,@CLE,2019-12-03,W,22,14,5,8,62.5,4,7,57.1,0,0,-,1,1,2,1,1,0,0,0,27,0,0,22.0
Markieff Morris,DET,@CLE,2019-12-03,W,17,12,5,8,62.5,2,3,66.7,0,0,-,1,4,5,1,1,0,0,1,13,0,0,22.75
Christian Wood,DET,@CLE,2019-12-03,W,20,8,4,4,100,0,0,-,0,0,-,0,4,4,3,1,0,1,1,22,0,0,19.0
Larry Nance Jr.,CLE,vs.DET,2019-12-03,L,27,7,3,7,42.9,1,3,33.3,0,0,-,1,3,4,5,0,2,1,1,-15,0,0,23.5
Ante Zizic,CLE,vs.DET,2019-12-03,L,4,2,1,3,33.3,0,0,-,0,0,-,1,1,2,0,0,0,0,0,0,0,0,4.5
Tim Frazier,DET,@CLE,2019-12-03,W,7,2,1,2,50.0,0,0,-,0,0,-,1,1,2,3,0,1,0,1,-2,0,0,11.0
Darius Garland,CLE,vs.DET,2019-12-03,L,28,7,3,9,33.3,0,2,0.0,1,1,100,0,1,1,0,0,0,1,1,-15,0,0,7.75
Alfonzo McKinnie,CLE,vs.DET,2019-12-03,L,9,2,1,4,25.0,0,2,0.0,0,0,-,0,1,1,0,0,0,0,1,-11,0,0,3.25
Svi Mykhailiuk,DET,@CLE,2019-12-03,W,26,15,5,11,45.5,3,8,37.5,2,2,100,0,2,2,4,1,0,3,0,12,0,0,25.5
Kevin Porter Jr.,CLE,vs.DET,2019-12-03,L,22,12,5,11,45.5,2,4,50.0,0,0,-,2,5,7,1,0,0,1,0,-24,0,0,22.75
Cedi Osman,CLE,vs.DET,2019-12-03,L,26,10,4,6,66.7,1,3,33.3,1,2,50.0,0,0,0,0,0,1,2,2,-6,0,0,11.5
Bruce Brown,DET,@CLE,2019-12-03,W,19,9,4,6,66.7,1,2,50.0,0,2,0.0,0,2,2,3,0,1,1,2,12,0,0,18.0
John Henson,CLE,vs.DET,2019-12-03,L,14,2,1,3,33.3,0,1,0.0,0,0,-,0,2,2,2,1,1,1,1,-18,0,0,11.0
Brandon Knight,CLE,vs.DET,2019-12-03,L,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,2,0,0,0,2,0,0,5.5
Matthew Dellavedova,CLE,vs.DET,2019-12-03,L,3,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-11,0,0,2.0
Collin Sexton,CLE,vs.DET,2019-12-03,L,33,22,8,16,50.0,0,2,0.0,6,7,85.7,1,3,4,3,2,0,2,2,-9,0,0,34.5
Blake Griffin,DET,@CLE,2019-12-03,W,24,24,8,13,61.5,6,7,85.7,2,2,100,2,2,4,1,0,0,2,1,9,0,0,32.5
Tristan Thompson,CLE,vs.DET,2019-12-03,L,30,10,4,11,36.4,0,0,-,2,4,50.0,6,8,14,0,0,1,1,2,-15,1,0,30.5
Andre Drummond,DET,@CLE,2019-12-03,W,31,17,7,15,46.7,0,0,-,3,4,75.0,4,10,14,4,5,4,3,0,19,1,0,58.5
Tony Snell,DET,@CLE,2019-12-03,W,22,2,1,2,50.0,0,1,0.0,0,0,-,0,3,3,0,0,0,0,4,6,0,0,5.75
Thon Maker,DET,@CLE,2019-12-03,W,5,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,1,0,0,3,0,0,4.0
Luke Kennard,DET,@CLE,2019-12-03,W,22,8,3,9,33.3,2,5,40.0,0,0,-,1,3,4,4,2,0,0,2,21,0,0,24.0
Sekou Doumbouya,DET,@CLE,2019-12-03,W,4,2,1,3,33.3,0,0,-,0,0,-,0,2,2,0,0,0,0,2,0,0,0,4.5
Derrick Rose,DET,@CLE,2019-12-03,W,22,12,6,12,50.0,0,2,0.0,0,1,0.0,0,2,2,9,0,0,0,2,23,0,0,28.0
Kevin Love,CLE,vs.DET,2019-12-03,L,22,8,3,7,42.9,2,2,100,0,0,-,0,4,4,2,1,1,2,0,-18,0,0,20.0
Montrezl Harrell,LAC,vs.POR,2019-12-03,W,30,26,11,13,84.6,0,0,-,4,12,33.3,4,5,9,1,1,0,0,3,16,0,0,40.75
Kawhi Leonard,LAC,vs.POR,2019-12-03,W,28,11,3,15,20.0,2,5,40.0,3,4,75.0,1,8,9,5,2,0,1,0,15,0,0,34.25
Paul George,LAC,vs.POR,2019-12-03,W,29,25,9,14,64.3,6,7,85.7,1,2,50.0,0,4,4,3,0,0,2,1,5,0,0,36.5
Lou Williams,LAC,vs.POR,2019-12-03,W,25,9,4,14,28.6,0,4,0.0,1,1,100,0,4,4,7,1,0,3,2,17,0,0,25.0
CJ McCollum,POR,@LAC,2019-12-03,L,29,20,9,17,52.9,2,6,33.3,0,0,-,0,3,3,3,0,1,0,2,-23,0,0,31.25
Rodney Hood,POR,@LAC,2019-12-03,L,28,4,2,8,25.0,0,2,0.0,0,0,-,1,2,3,0,0,0,1,2,-13,0,0,7.25
Damian Lillard,POR,@LAC,2019-12-03,L,30,16,5,15,33.3,2,9,22.2,4,5,80.0,0,2,2,7,1,0,2,2,-13,0,0,31.0
Hassan Whiteside,POR,@LAC,2019-12-03,L,26,18,8,12,66.7,0,0,-,2,3,66.7,6,7,13,0,0,1,4,4,-11,1,0,35.75
Carmelo Anthony,POR,@LAC,2019-12-03,L,28,9,2,9,22.2,0,0,-,5,5,100,0,6,6,1,1,0,1,3,-14,0,0,19.5
Patrick Beverley,LAC,vs.POR,2019-12-03,W,28,11,4,5,80.0,2,3,66.7,1,2,50.0,1,3,4,3,2,0,1,3,7,0,0,25.0
Anthony Tolliver,POR,@LAC,2019-12-03,L,4,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-5,0,0,1.25
Maurice Harkless,LAC,vs.POR,2019-12-03,W,22,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,3,0,0,2.75
Ivica Zubac,LAC,vs.POR,2019-12-03,W,14,4,1,4,25.0,0,0,-,2,2,100,0,3,3,0,0,2,1,3,5,0,0,11.25
Mario Hezonja,POR,@LAC,2019-12-03,L,8,2,1,3,33.3,0,0,-,0,0,-,1,2,3,2,0,0,0,0,2,0,0,8.75
Skal Labissiere,POR,@LAC,2019-12-03,L,22,8,4,6,66.7,0,0,-,0,0,-,2,7,9,1,0,1,0,2,-9,0,0,22.75
Derrick Walton Jr.,LAC,vs.POR,2019-12-03,W,4,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,1,-1,0,0,1.5
Jerome Robinson,LAC,vs.POR,2019-12-03,W,19,4,2,10,20.0,0,2,0.0,0,0,-,2,4,6,0,0,1,1,0,15,0,0,13.0
Anfernee Simons,POR,@LAC,2019-12-03,L,31,11,5,12,41.7,1,5,20.0,0,0,-,1,1,2,6,0,0,3,0,-9,0,0,21.5
Terance Mann,LAC,vs.POR,2019-12-03,W,10,5,2,5,40.0,1,3,33.3,0,0,-,1,0,1,2,0,0,1,0,2,0,0,9.25
Mfiondu Kabengele,LAC,vs.POR,2019-12-03,W,4,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,-1,0,0,3.5
Nassir Little,POR,@LAC,2019-12-03,L,16,0,0,3,0.0,0,2,0.0,0,0,-,0,3,3,0,1,0,1,3,-1,0,0,5.25
Kent Bazemore,POR,@LAC,2019-12-03,L,19,9,3,6,50.0,2,3,66.7,1,2,50.0,0,4,4,0,2,3,1,4,-4,0,0,24.5
Patrick Patterson,LAC,vs.POR,2019-12-03,W,26,19,6,10,60.0,5,7,71.4,2,2,100,2,6,8,2,1,0,0,1,17,0,0,36.5
Tyson Chandler,HOU,@SAS,2019-12-03,L,7,2,1,1,100,0,0,-,0,0,-,1,1,2,0,0,0,0,2,-10,0,0,4.5
Rudy Gay,SAS,vs.HOU,2019-12-03,W,23,14,4,12,33.3,0,2,0.0,6,6,100,1,4,5,2,1,1,2,0,-19,0,0,26.25
Gary Clark,HOU,@SAS,2019-12-03,L,8,0,0,3,0.0,0,3,0.0,0,0,-,1,1,2,0,0,0,1,3,-15,0,0,2.0
Drew Eubanks,SAS,vs.HOU,2019-12-03,W,6,2,1,1,100,0,0,-,0,0,-,0,2,2,1,0,0,1,0,1,0,0,5.5
Derrick White,SAS,vs.HOU,2019-12-03,W,26,12,5,9,55.6,1,4,25.0,1,1,100,1,0,1,3,0,0,1,2,-24,0,0,17.75
Dejounte Murray,SAS,vs.HOU,2019-12-03,W,18,7,3,8,37.5,0,0,-,1,2,50.0,2,3,5,2,2,0,1,4,17,0,0,19.75
James Harden,HOU,@SAS,2019-12-03,L,49,50,11,37,29.7,4,20,20.0,24,24,100,3,6,9,6,4,0,5,4,-3,0,0,77.75
Ben McLemore,HOU,@SAS,2019-12-03,L,27,11,4,9,44.4,3,8,37.5,0,0,-,0,1,1,1,0,1,1,1,18,0,0,16.75
Trey Lyles,SAS,vs.HOU,2019-12-03,W,20,7,3,6,50.0,1,3,33.3,0,0,-,2,7,9,3,2,1,1,1,7,0,0,28.75
DeMarre Carroll,SAS,vs.HOU,2019-12-03,W,8,2,0,0,-,0,0,-,2,4,50.0,0,2,2,0,1,0,4,2,4,0,0,4.5
Patty Mills,SAS,vs.HOU,2019-12-03,W,36,9,2,8,25.0,2,7,28.6,3,3,100,0,6,6,6,0,0,1,1,11,0,0,26.0
Austin Rivers,HOU,@SAS,2019-12-03,L,40,19,6,8,75.0,5,6,83.3,2,2,100,1,3,4,1,1,1,3,3,-13,0,0,30.5
Jakob Poeltl,SAS,vs.HOU,2019-12-03,W,41,6,3,6,50.0,0,0,-,0,1,0.0,5,10,15,5,1,5,2,3,-3,0,0,43.25
Bryn Forbes,SAS,vs.HOU,2019-12-03,W,37,25,10,13,76.9,5,6,83.3,0,3,0.0,0,2,2,4,0,0,2,6,-1,0,0,35.0
Lonnie Walker IV,SAS,vs.HOU,2019-12-03,W,35,28,10,18,55.6,4,7,57.1,4,6,66.7,0,4,4,0,3,1,2,5,29,0,0,42.0
Thabo Sefolosha,HOU,@SAS,2019-12-03,L,3,0,0,0,-,0,0,-,0,0,-,0,2,2,0,0,0,0,0,-1,0,0,2.5
Chris Clemons,HOU,@SAS,2019-12-03,L,11,0,0,6,0.0,0,3,0.0,0,0,-,0,0,0,0,1,0,0,2,-5,0,0,2.0
P.J. Tucker,HOU,@SAS,2019-12-03,L,52,10,4,8,50.0,2,5,40.0,0,0,-,2,7,9,2,2,2,1,5,11,0,0,32.75
DeMar DeRozan,SAS,vs.HOU,2019-12-03,W,41,23,9,25,36.0,0,1,0.0,5,6,83.3,1,4,5,9,0,0,3,3,-12,0,0,41.25
Clint Capela,HOU,@SAS,2019-12-03,L,45,22,9,9,100,0,0,-,4,6,66.7,8,13,21,2,1,2,1,4,16,1,0,58.25
Russell Westbrook,HOU,@SAS,2019-12-03,L,48,19,7,30,23.3,1,6,16.7,4,4,100,2,8,10,10,2,1,5,6,-8,1,1,55.0
Doug McDermott,IND,@MEM,2019-12-02,W,20,4,1,4,25.0,0,2,0.0,2,2,100,0,3,3,1,0,0,0,2,1,0,0,9.25
Dillon Brooks,MEM,vs.IND,2019-12-02,L,30,19,7,16,43.8,2,6,33.3,3,4,75.0,2,5,7,2,1,0,1,6,-6,0,0,33.25
Jeremy Lamb,IND,@MEM,2019-12-02,W,32,15,6,11,54.5,1,4,25.0,2,2,100,0,7,7,3,2,0,2,1,18,0,0,31.75
Domantas Sabonis,IND,@MEM,2019-12-02,W,30,18,9,18,50.0,0,1,0.0,0,0,-,4,10,14,8,0,0,3,6,13,1,0,47.5
Aaron Holiday,IND,@MEM,2019-12-02,W,21,11,4,11,36.4,3,9,33.3,0,0,-,0,1,1,2,0,1,1,0,-1,0,0,18.25
T.J. McConnell,IND,@MEM,2019-12-02,W,16,4,2,4,50.0,0,0,-,0,0,-,0,2,2,3,0,0,2,0,-5,0,0,10.0
Jae Crowder,MEM,vs.IND,2019-12-02,L,30,3,1,9,11.1,0,7,0.0,1,1,100,1,3,4,1,0,1,1,1,-21,0,0,11.0
Bruno Caboclo,MEM,vs.IND,2019-12-02,L,14,2,1,4,25.0,0,2,0.0,0,0,-,0,0,0,1,0,1,1,2,1,0,0,5.0
Marko Guduric,MEM,vs.IND,2019-12-02,L,16,3,1,5,20.0,1,5,20.0,0,0,-,0,3,3,2,0,1,1,1,-2,0,0,11.75
Tyus Jones,MEM,vs.IND,2019-12-02,L,31,2,1,6,16.7,0,1,0.0,0,0,-,0,3,3,6,0,1,0,0,-13,0,0,16.75
De'Anthony Melton,MEM,vs.IND,2019-12-02,L,25,16,6,10,60.0,1,2,50.0,3,3,100,3,6,9,4,0,0,2,3,0,0,0,32.75
Jaren Jackson Jr.,MEM,vs.IND,2019-12-02,L,34,31,10,19,52.6,2,8,25.0,9,9,100,1,3,4,2,1,2,2,5,-14,0,0,45.0
Grayson Allen,MEM,vs.IND,2019-12-02,L,27,6,2,6,33.3,0,1,0.0,2,2,100,0,2,2,3,0,0,1,0,-12,0,0,12.5
Justin Holiday,IND,@MEM,2019-12-02,W,29,15,5,7,71.4,5,6,83.3,0,0,-,0,3,3,1,0,0,2,1,7,0,0,21.75
T.J. Warren,IND,@MEM,2019-12-02,W,25,14,5,9,55.6,4,6,66.7,0,0,-,0,2,2,2,1,0,1,5,17,0,0,23.0
Myles Turner,IND,@MEM,2019-12-02,W,31,17,5,11,45.5,1,5,20.0,6,7,85.7,2,4,6,2,1,1,0,3,15,0,0,32.0
Malcolm Brogdon,IND,@MEM,2019-12-02,W,32,19,7,13,53.8,2,5,40.0,3,4,75.0,2,4,6,9,0,0,3,2,18,0,0,39.5
Alize Johnson,IND,@MEM,2019-12-02,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,0,0,0.0
Solomon Hill,MEM,vs.IND,2019-12-02,L,33,22,9,14,64.3,4,6,66.7,0,0,-,1,5,6,2,3,0,2,2,2,0,0,39.5
Goga Bitadze,IND,@MEM,2019-12-02,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,2,-15,0,0,-0.5
Dario Saric,PHX,@CHA,2019-12-02,W,32,16,5,11,45.5,1,5,20.0,5,5,100,3,7,10,2,0,1,0,3,6,1,0,35.5
Kelly Oubre Jr.,PHX,@CHA,2019-12-02,W,38,23,8,17,47.1,2,9,22.2,5,7,71.4,0,3,3,0,2,1,0,2,11,0,0,33.75
Devin Booker,PHX,@CHA,2019-12-02,W,38,23,7,15,46.7,3,10,30.0,6,7,85.7,1,3,4,4,1,1,5,3,8,0,0,37.0
Ty Jerome,PHX,@CHA,2019-12-02,W,12,4,2,4,50.0,0,1,0.0,0,0,-,0,3,3,4,3,0,0,4,-1,0,0,19.75
Nicolas Batum,CHA,vs.PHX,2019-12-02,L,11,4,2,2,100,0,0,-,0,0,-,1,1,2,0,1,0,2,0,-3,0,0,7.5
Devonte' Graham,CHA,vs.PHX,2019-12-02,L,39,15,5,19,26.3,1,10,10.0,4,4,100,2,2,4,13,0,0,4,1,-1,1,0,39.5
Cameron Johnson,PHX,@CHA,2019-12-02,W,11,4,2,4,50.0,0,2,0.0,0,0,-,1,1,2,1,0,0,1,0,-4,0,0,7.5
Jevon Carter,PHX,@CHA,2019-12-02,W,10,6,2,3,66.7,2,3,66.7,0,0,-,0,0,0,0,0,0,0,1,-3,0,0,7.0
Mikal Bridges,PHX,@CHA,2019-12-02,W,30,12,5,12,41.7,1,3,33.3,1,2,50.0,3,5,8,2,2,1,0,5,-1,0,0,31.5
Dwayne Bacon,CHA,vs.PHX,2019-12-02,L,16,6,3,8,37.5,0,1,0.0,0,0,-,1,3,4,0,0,0,0,4,16,0,0,11.0
Malik Monk,CHA,vs.PHX,2019-12-02,L,22,6,2,6,33.3,0,2,0.0,2,2,100,0,3,3,3,1,1,1,1,5,0,0,17.75
Frank Kaminsky,PHX,@CHA,2019-12-02,W,33,12,5,12,41.7,0,4,0.0,2,5,40.0,1,5,6,4,0,2,1,2,3,0,0,29.0
Cody Zeller,CHA,vs.PHX,2019-12-02,L,18,11,5,7,71.4,0,0,-,1,1,100,3,5,8,1,0,2,2,1,1,0,0,25.5
Ricky Rubio,PHX,@CHA,2019-12-02,W,36,9,3,10,30.0,0,5,0.0,3,4,75.0,0,1,1,13,4,1,0,1,6,0,0,39.75
Marvin Williams,CHA,vs.PHX,2019-12-02,L,31,22,5,8,62.5,2,3,66.7,10,10,100,0,5,5,3,1,2,3,1,-1,0,0,38.25
P.J. Washington,CHA,vs.PHX,2019-12-02,L,18,11,5,7,71.4,0,2,0.0,1,2,50.0,0,1,1,2,0,0,1,4,-6,0,0,14.75
Miles Bridges,CHA,vs.PHX,2019-12-02,L,25,7,3,10,30.0,1,2,50.0,0,2,0.0,3,5,8,1,0,0,3,6,-23,0,0,17.5
Terry Rozier,CHA,vs.PHX,2019-12-02,L,34,13,5,9,55.6,3,5,60.0,0,0,-,0,7,7,3,1,0,3,4,-11,0,0,28.25
Bismack Biyombo,CHA,vs.PHX,2019-12-02,L,26,9,3,8,37.5,0,0,-,3,5,60.0,4,7,11,1,0,2,0,1,-2,0,0,28.25
Kris Dunn,CHI,@SAC,2019-12-02,W,30,6,3,8,37.5,0,3,0.0,0,0,-,0,3,3,4,2,0,1,4,-7,0,0,19.25
Ryan Arcidiacono,CHI,@SAC,2019-12-02,W,12,4,1,2,50.0,1,2,50.0,1,1,100,0,0,0,1,1,0,3,2,10,0,0,6.5
Lauri Markkanen,CHI,@SAC,2019-12-02,W,30,20,6,12,50.0,4,8,50.0,4,4,100,0,7,7,1,0,0,2,2,-5,0,0,31.25
Cory Joseph,SAC,vs.CHI,2019-12-02,L,25,2,1,4,25.0,0,2,0.0,0,0,-,0,4,4,7,0,1,2,4,-5,0,0,18.5
Harrison Barnes,SAC,vs.CHI,2019-12-02,L,36,16,6,16,37.5,1,5,20.0,3,4,75.0,2,1,3,1,0,0,1,1,-3,0,0,21.25
Dewayne Dedmon,SAC,vs.CHI,2019-12-02,L,11,2,1,2,50.0,0,1,0.0,0,0,-,2,5,7,0,1,1,3,3,-12,0,0,13.25
Bogdan Bogdanovic,SAC,vs.CHI,2019-12-02,L,22,11,4,9,44.4,2,5,40.0,1,2,50.0,0,2,2,3,0,0,3,1,-4,0,0,17.5
Richaun Holmes,SAC,vs.CHI,2019-12-02,L,33,20,9,12,75.0,0,0,-,2,2,100,4,5,9,1,1,1,0,4,-1,0,0,36.75
